Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD
18,37,3638,7.2,6.5,6.5,6.5,5.25,,,,5.2,,37.15,20.2,18.9,18.95,,18.9
19,33,4441,6.8,5.75,3.25,4.5,4.75,,,,7.8,N1,32.85,14.55,17.85,16.05,,20.35
22,1,54433,8.6,5.5,7.75,3.5,3.0,,,,8.4,,36.75,19.85,24.75,15.1,,22.5
19,11,369,4.4,7.5,,,,4.0,7.5,10.0,5.0,N1,38.4,,,,19.0,16.9
19,22,2651,4.4,2.25,,,,2.75,4.5,8.5,2.8,N1,25.2,,,,9.5,9.45
24,3,12470,6.2,8.0,5.5,6.0,6.5,,,,4.8,N1,37.0,17.7,16.5,18.7,,19.0
23,5,6004,3.4,5.0,,,,4.0,5.75,7.5,2.0,N1,27.65,,,,14.75,10.4
22,57,39,8.0,6.5,4.5,8.75,7.75,,,,4.2,,39.7,21.25,16.7,24.5,,18.7
20,48,549,3.6,5.25,,,,5.75,7.25,8.25,6.0,N1,36.1,,,,18.25,14.85
19,49,4799,7.4,6.0,6.25,2.75,2.75,,,,5.6,N1,30.75,16.4,19.25,12.9,,19.0
19,15,8566,5.0,4.75,,,,4.25,7.25,6.75,5.6,N1,33.6,,,,16.25,15.35
19,30,10195,7.0,5.75,,,,7.25,6.5,7.5,4.6,N1,38.6,,,,19.5,17.35
22,53,9314,6.8,7.75,7.25,7.25,7.5,,,,5.8,,42.35,21.3,19.85,21.55,,20.35
24,2,76360,7.0,8.25,,,,7.0,8.0,9.0,5.8,N1,45.05,,,,23.25,21.05
22,48,3723,5.0,4.75,,,,5.75,6.25,,,,,,,,16.75,
23,41,12556,4.6,4.0,,,,5.75,6.0,7.25,2.0,N1,29.6,,,,15.75,10.6
17,38,7839,4.2,3.5,,,,2.5,2.5,5.5,3.4,,21.6,,,,8.5,11.1
20,48,9042,8.4,8.0,8.25,7.5,7.25,,,,6.8,N1,46.2,24.15,23.45,23.15,,23.2
23,35,3855,7.8,7.5,7.5,6.0,6.5,,,,2.8,N1,38.1,21.3,18.1,20.3,,18.1
21,60,3819,6.4,7.75,,,,4.0,8.0,7.75,6.4,,40.3,,,,19.75,20.55
20,16,9452,9.4,7.25,9.0,9.5,7.75,,,,7.0,N1,49.9,27.9,25.4,26.65,,23.65
19,16,12034,3.0,3.0,,,,5.0,6.75,,,,,,,,14.75,
18,49,1603,3.4,5.25,,,,2.5,4.5,7.25,2.4,,25.3,,,,12.25,11.05
23,10,6835,6.0,6.0,,,,6.5,7.5,8.25,4.0,N1,38.25,,,,20.0,16.0
21,51,5124,8.8,7.75,,,,9.25,9.5,10.0,8.8,,54.1,,,,26.5,25.35
19,18,10398,6.2,5.75,,,,6.0,5.25,8.5,4.4,N1,36.1,,,,17.0,16.35
20,2,18397,8.4,6.0,4.75,8.75,7.75,,,,6.6,N1,42.25,21.9,19.75,24.9,,21.0
18,51,2209,4.6,7.25,,,,5.0,8.0,8.75,5.6,,39.2,,,,20.25,17.45
19,30,6930,3.8,5.75,,,,3.5,5.25,8.25,3.0,N1,29.55,,,,14.5,12.55
22,14,2189,3.4,5.75,,,,4.25,7.0,7.25,4.2,,31.85,,,,17.0,13.35
23,1,30504,5.2,7.5,,,,4.25,5.5,7.75,5.4,N1,35.6,,,,17.25,18.1
24,2,82611,7.2,5.5,7.0,7.0,5.75,,,,,,,21.2,,19.95,,
17,37,5860,6.8,6.0,5.5,5.5,5.25,,,,3.6,,32.65,17.8,15.9,17.55,,16.4
21,18,5613,7.8,7.75,,,,8.75,8.25,10.0,7.0,,49.55,,,,24.75,22.55
23,31,8538,8.2,7.5,7.25,7.75,6.0,,,,4.2,N1,40.9,23.2,19.65,21.95,,19.9
17,14,6393,3.6,4.0,,,,1.5,2.75,3.25,2.8,,17.9,,,,8.25,10.4
19,26,8687,7.4,6.5,7.0,7.0,2.0,,,,3.0,N1,32.9,21.4,17.4,16.4,,16.9
20,60,3259,2.4,4.75,,,,4.0,6.5,,,,,,,,15.25,
22,61,2309,7.4,6.0,,,,5.5,7.5,8.5,4.8,,39.7,,,,19.0,18.2
17,19,9630,6.0,8.0,,,,4.0,6.0,6.75,6.6,,37.35,,,,18.0,20.6
22,1,46596,4.6,4.0,,,,4.75,5.75,,,,,,,,14.5,
23,49,8895,7.0,5.25,,,,5.75,5.5,9.75,2.0,N1,35.25,,,,16.5,14.25
18,12,9114,6.2,7.5,,,,5.25,6.0,8.25,2.2,,35.4,,,,18.75,15.9
22,1,84434,3.0,5.75,,,,6.0,5.75,8.0,3.4,,31.9,,,,17.5,12.15
22,48,16115,7.0,5.5,,,,8.0,7.75,8.25,6.4,,42.9,,,,21.25,18.9
22,28,23172,6.2,7.75,,,,6.25,7.5,8.5,4.4,,40.6,,,,21.5,18.35
20,55,1181,7.2,7.0,,,,4.25,6.0,7.75,2.0,N1,34.2,,,,17.25,16.2
24,9,1973,8.2,6.25,3.75,8.0,7.25,,,,5.4,N1,38.85,19.95,17.35,23.45,,19.85
22,39,3770,7.8,5.5,8.0,5.5,5.5,,,,7.6,,39.9,21.3,23.4,18.8,,20.9
20,40,5429,3.8,7.5,,,,5.0,5.75,,,,,,,,18.25,
21,4,5777,5.4,5.25,7.25,3.25,4.0,,,,5.6,,30.75,15.9,18.25,12.65,,16.25
22,28,4989,7.4,7.5,7.75,5.0,7.25,,,,4.2,,39.1,20.15,19.35,19.65,,19.1
20,2,58343,8.8,7.25,7.5,5.75,3.75,,,,3.6,N1,36.65,22.05,19.9,18.3,,19.65
20,42,11557,4.8,4.5,,,,7.0,7.75,7.5,4.2,N1,35.75,,,,19.25,13.5
22,51,5425,7.2,8.0,7.25,6.5,6.5,,,,4.8,,40.25,20.95,19.25,20.2,,20.0
21,28,17519,8.2,8.75,,,,5.75,7.75,9.75,5.6,,45.8,,,,22.25,22.55
20,2,71218,8.2,6.5,7.5,4.25,4.75,,,,6.8,N1,38.0,19.95,22.5,17.2,,21.5
21,40,7284,4.8,4.5,,,,2.25,4.75,6.75,2.2,,25.25,,,,11.5,11.5
22,26,12030,4.0,4.25,,,,3.75,6.25,,,,,,,,14.25,
21,2,36584,4.8,6.0,,,,5.25,7.5,8.5,4.6,,36.65,,,,18.75,15.4
24,25,3544,2.4,7.0,,,,5.5,5.0,6.75,2.2,N1,28.85,,,,17.5,11.6
24,55,8914,5.6,6.25,3.5,3.75,5.25,,,,2.0,N1,26.35,12.85,11.1,14.6,,13.85
24,3,7808,6.0,8.0,,,,6.0,7.0,8.75,4.4,N1,40.15,,,,21.0,18.4
18,28,7937,4.4,6.5,3.25,2.75,3.75,,,,3.0,,23.65,10.4,10.65,10.9,,13.9
17,56,5911,4.2,5.0,3.0,4.0,3.75,,,,,,,11.2,,11.95,,
23,64,6521,8.0,6.75,4.5,8.5,8.25,,,,3.6,N1,39.6,21.0,16.1,24.75,,18.35
22,42,10144,5.0,6.75,,,,5.5,6.0,7.75,4.8,,35.8,,,,18.25,16.55
20,1,41534,7.0,8.0,,,,5.0,6.0,9.25,5.8,N1,41.05,,,,19.0,20.8
24,4,7552,4.6,7.25,,,,8.5,8.25,7.5,6.4,N4,42.5,,,,24.0,18.25
22,6,2536,2.8,6.0,,,,6.75,4.5,7.5,3.0,,30.55,,,,17.25,11.8
20,11,419,6.0,7.25,,,,4.5,7.0,9.5,3.8,N1,38.05,,,,18.75,17.05
24,37,17628,8.4,8.5,8.5,7.75,6.5,,,,8.2,N1,47.85,24.65,25.1,22.65,,25.1
18,28,27872,3.6,6.25,,,,4.0,6.5,7.25,2.4,,30.0,,,,16.75,12.25
24,36,3472,7.2,8.75,,,,8.25,9.0,9.0,4.8,N1,47.0,,,,26.0,20.75
24,1,72634,7.2,8.25,6.75,5.25,7.25,,,,7.8,N1,42.5,19.2,21.75,19.7,,23.25
24,10,5355,6.0,7.0,,,,6.0,8.5,7.75,3.4,N1,38.65,,,,21.5,16.4
23,16,5627,8.4,8.0,,,,7.25,5.75,7.25,5.2,N1,41.85,,,,21.0,21.6
20,9,7879,3.0,5.25,,,,4.75,4.75,6.5,2.4,N1,26.65,,,,14.75,10.65
20,21,6299,5.0,5.25,,,,4.75,7.0,,,,,,,,17.0,
24,56,3875,6.2,7.25,,,,6.75,7.75,8.75,6.6,N1,43.3,,,,21.75,20.05
22,28,19183,7.6,8.25,,,,7.25,6.25,7.75,4.2,,41.3,,,,21.75,20.05
23,49,9272,7.2,7.25,6.25,7.75,7.5,,,,2.8,N1,38.75,21.2,16.25,22.45,,17.25
21,28,34578,7.0,7.5,,,,3.75,7.25,8.5,3.2,,37.2,,,,18.5,17.7
21,52,1518,9.0,7.75,4.25,8.75,7.5,,,,8.6,,45.85,22.0,21.85,25.25,,25.35
23,19,16715,8.2,7.5,7.25,7.25,7.25,,,,5.8,N1,43.25,22.7,21.25,22.7,,21.5
17,41,816,3.6,3.0,,,,3.75,7.75,,,,,,,,14.5,
24,48,5633,6.0,5.0,,,,6.5,7.25,,,,,,,,18.75,
21,38,5680,7.2,6.75,7.0,7.5,5.0,,,,5.8,,39.25,21.7,20.0,19.7,,19.75
22,52,7727,5.0,5.75,,,,3.75,4.75,6.25,4.4,,29.9,,,,14.25,15.15
22,38,12057,4.2,3.25,,,,3.0,5.0,,,,,,,,11.25,
20,55,5889,7.8,8.0,8.25,5.25,5.25,,,,6.6,N1,41.15,21.3,22.65,18.3,,22.4
18,35,11550,2.4,2.25,,,,2.75,3.25,5.0,2.0,,17.65,,,,8.25,6.65
19,49,11396,3.2,3.5,,,,4.0,4.25,,,,,,,,11.75,
17,18,2168,8.0,5.75,6.75,6.25,5.25,,,,4.8,,36.8,21.0,19.55,19.5,,18.55
18,30,11349,5.2,4.0,,,,3.5,5.0,,,,,,,,12.5,
17,21,4147,6.6,7.0,4.25,7.5,7.0,,,,4.0,,36.35,18.35,14.85,21.1,,17.6
24,38,1831,7.8,7.75,7.0,5.0,7.5,,,,,,,19.8,,20.3,,
24,48,9063,8.0,6.5,8.25,7.0,7.25,,,,4.6,N1,41.6,23.25,20.85,22.25,,19.1
21,12,13215,7.6,6.5,,,,4.5,7.5,8.75,6.4,,41.25,,,,18.5,20.5
22,24,7878,7.6,8.75,6.0,7.25,6.5,,,,8.8,,44.9,20.85,22.4,21.35,,25.15
18,41,5511,6.8,6.5,5.0,5.0,6.25,,,,6.2,,35.75,16.8,18.0,18.05,,19.5
17,5,5527,2.6,5.25,,,,4.25,5.0,7.75,5.4,,30.25,,,,14.5,13.25
23,29,12637,3.4,6.75,,,,4.25,4.5,6.0,2.2,N1,27.1,,,,15.5,12.35
17,58,564,4.4,4.5,,,,4.75,7.25,7.25,2.4,,30.55,,,,16.5,11.3
24,17,8310,5.6,8.25,,,,7.5,7.25,,,,,,,,23.0,
17,58,1070,3.8,4.75,,,,3.25,5.5,,,,,,,,13.5,
20,54,2750,7.0,6.25,,,,4.75,7.5,8.25,3.2,N1,36.95,,,,18.5,16.45
17,53,6950,8.25,5.0,7.75,9.0,7.25,,,,8.25,,45.5,25.0,24.25,24.5,,21.5
21,38,2954,7.6,7.75,,,,5.5,6.5,6.75,5.8,,39.9,,,,19.75,21.15
20,51,237,8.2,9.0,,,,7.0,5.75,8.75,7.4,N1,46.1,,,,21.75,24.6
19,2,5445,8.2,6.75,7.0,7.0,6.0,,,,8.4,,43.35,22.2,23.6,21.2,,23.4
20,37,7226,5.0,6.25,,,,2.75,5.75,6.5,3.2,N1,29.45,,,,14.75,14.45
20,54,7456,6.2,7.25,,,,3.25,6.25,7.25,2.4,N1,32.6,,,,16.75,15.85
22,1,91212,6.0,5.0,,,,5.75,6.5,9.5,2.6,,35.35,,,,17.25,13.6
24,23,5211,6.0,8.25,6.5,4.5,5.25,,,,3.6,N1,34.1,17.0,16.1,15.75,,17.85
17,18,3768,9.4,5.5,7.25,5.25,2.75,,,,7.8,,37.95,21.9,24.45,17.4,,22.7
18,38,2599,4.2,5.75,2.5,3.25,2.0,,,,2.6,,20.3,9.95,9.3,9.45,,12.55
18,27,958,4.0,3.75,,,,4.5,4.5,,,,,,,,12.75,
19,34,12775,4.6,5.25,,,,4.25,5.25,6.75,2.8,N1,28.9,,,,14.75,12.65
20,50,11498,4.2,6.5,,,,5.75,7.0,8.25,2.4,N1,34.1,,,,19.25,13.1
17,43,6172,4.2,6.5,2.5,4.0,4.5,8.25,8.75,9.5,4.6,,41.8,10.7,11.3,12.7,23.5,15.3
23,49,13636,5.2,6.75,5.0,6.5,5.75,,,,5.6,N1,34.8,16.7,15.8,17.45,,17.55
18,61,9293,6.4,6.0,6.5,3.25,5.25,,,,5.4,,32.8,16.15,18.3,14.9,,17.8
17,64,245,5.2,7.0,5.0,5.5,6.75,,,,3.8,,33.25,15.7,14.0,17.45,,16.0
20,25,1448,9.0,6.5,8.5,9.5,7.0,,,,7.8,N1,48.3,27.0,25.3,25.5,,23.3
22,28,22345,4.0,6.75,,,,5.0,7.25,8.25,3.0,,34.25,,,,19.0,13.75
21,47,6229,6.8,7.0,6.75,7.5,6.25,,,,6.0,,40.3,21.05,19.55,20.55,,19.8
18,53,5067,3.0,5.75,,,,3.0,4.25,5.5,4.2,,25.7,,,,13.0,12.95
19,33,10467,6.4,5.5,6.0,6.5,3.5,,,,2.8,N1,30.7,18.9,15.2,16.4,,14.7
20,53,1402,6.8,7.75,4.25,5.75,4.75,,,,4.8,N1,34.1,16.8,15.85,17.3,,19.35
22,8,3830,7.8,8.0,,,,9.25,7.5,9.75,4.2,,46.5,,,,24.75,20.0
21,9,7417,5.0,5.0,,,,4.75,5.25,7.25,3.6,,30.85,,,,15.0,13.6
21,21,9870,4.2,7.0,,,,4.75,7.75,9.25,4.6,,37.55,,,,19.5,15.8
21,48,22968,6.2,4.0,,,,5.5,6.25,6.75,3.2,,31.9,,,,15.75,13.4
22,25,5645,8.2,6.25,6.0,5.5,5.75,,,,4.4,,36.1,19.7,18.6,19.45,,18.85
22,2,45473,7.0,7.5,6.5,6.25,3.5,,,,6.6,,37.35,19.75,20.1,16.75,,21.1
22,50,11253,6.8,7.5,,,,7.5,7.0,9.25,6.2,,44.25,,,,22.0,20.5
19,42,5419,3.8,6.0,,,,4.25,6.0,8.25,4.6,N1,32.9,,,,16.25,14.4
23,37,2010,7.4,5.0,8.5,7.75,6.5,,,,5.8,N1,40.95,23.65,21.7,21.65,,18.2
22,10,8255,5.2,5.5,,,,6.0,6.25,6.5,2.0,,31.45,,,,17.75,12.7
19,14,2308,2.8,2.25,,,,3.5,3.0,,,,,,,,8.75,
19,14,619,2.8,3.0,,,,4.5,5.25,8.5,2.0,N1,26.05,,,,12.75,7.8
21,1,6221,6.4,6.5,,,,4.25,6.0,7.75,5.8,,36.7,,,,16.75,18.7
17,27,5793,3.8,6.75,3.25,2.25,4.25,5.0,7.75,8.5,3.2,,35.0,9.3,10.25,10.3,19.5,13.75
19,29,19012,4.6,6.0,3.0,5.25,2.5,,,,2.0,N1,23.35,12.85,9.6,12.35,,12.6
18,63,4864,4.8,3.0,3.25,3.25,3.25,,,,3.6,,21.15,11.3,11.65,11.3,,11.4
24,49,15570,7.4,6.75,,,,9.25,9.25,9.5,5.2,N1,47.35,,,,25.25,19.35
22,50,7492,,6.25,,,,7.75,7.0,,,,,,,,21.0,
24,60,1155,6.8,6.0,,,,7.0,6.5,8.0,8.4,N1,42.7,,,,19.5,21.2
18,2,26854,6.0,5.75,,,,4.75,6.5,7.25,6.6,,36.85,,,,17.0,18.35
24,21,11455,6.0,7.75,,,,7.25,7.75,7.75,4.0,N1,40.5,,,,22.75,17.75
20,8,3756,7.4,7.25,,,,8.0,8.25,8.0,3.2,N1,42.1,,,,23.5,17.85
21,28,8068,,7.75,,,,6.0,7.0,,,,,,,,20.75,
23,52,3244,7.8,5.5,7.75,4.25,5.5,,,,5.0,N1,35.8,19.8,20.55,17.55,,18.3
23,51,19770,7.4,8.0,5.75,6.5,7.0,,,,5.0,N1,39.65,19.65,18.15,20.9,,20.4
23,1,69482,6.6,5.75,,,,4.5,4.0,7.75,2.8,N1,31.4,,,,14.25,15.15
22,9,3179,6.4,7.25,,,,6.0,6.75,8.0,4.0,,38.4,,,,20.0,17.65
24,62,6813,5.0,5.75,,,,4.25,6.0,5.5,4.8,N1,31.3,,,,16.0,15.55
21,53,2807,4.4,6.75,,,,4.0,6.5,7.25,4.8,,33.7,,,,17.25,15.95
17,28,20988,7.0,6.5,5.5,6.25,2.25,,,,2.2,,29.7,18.75,14.7,15.5,,15.7
17,32,6254,7.6,5.5,7.25,7.25,4.75,,,,6.4,,38.75,22.1,21.25,19.6,,19.5
21,31,1908,8.2,7.5,7.75,8.25,4.75,,,,5.0,,41.45,24.2,20.95,21.2,,20.7
20,28,28090,5.2,4.25,,,,4.0,6.5,9.5,4.2,N1,33.65,,,,14.75,13.65
19,35,11083,8.4,6.75,8.25,7.75,4.5,,,,5.0,N1,40.65,24.4,21.65,20.65,,20.15
24,30,10835,7.4,9.5,,,,8.25,6.25,9.25,8.0,N1,48.65,,,,24.0,24.9
23,12,3279,8.6,7.25,,,,7.0,7.0,9.25,9.0,N1,48.1,,,,21.25,24.85
19,17,12845,7.2,7.0,6.25,3.75,3.75,,,,7.0,N1,34.95,17.2,20.45,14.7,,21.2
20,10,8785,3.0,5.5,,,,3.75,6.25,8.25,5.8,N1,32.55,,,,15.5,14.3
17,58,1607,7.4,4.5,7.25,8.0,5.5,,,,5.4,,38.05,22.65,20.05,20.9,,17.3
21,18,3862,5.8,5.75,,,,3.75,6.5,7.0,4.0,,32.8,,,,16.0,15.55
21,16,3863,6.4,7.25,,,,5.0,7.0,,,,,,,,19.25,
20,61,4136,7.2,6.75,,,,5.25,7.75,9.0,2.0,N1,37.95,,,,19.75,15.95
19,60,3094,5.8,5.75,5.75,3.25,4.0,,,,3.2,N1,27.75,14.8,14.75,13.05,,14.75
23,50,4141,6.6,7.0,,,,5.75,6.0,8.0,8.4,N1,41.75,,,,18.75,22.0
17,55,4257,6.2,7.0,,,,4.75,6.0,9.5,4.6,,38.05,,,,17.75,17.8
18,37,12186,4.6,3.5,4.75,4.25,5.75,,,,3.6,,26.45,13.6,12.95,14.6,,11.7
22,1,88472,6.4,4.75,,,,5.25,4.25,6.25,4.2,,31.1,,,,14.25,15.35
21,18,10057,9.0,6.5,5.0,8.25,8.75,,,,5.6,,43.1,22.25,19.6,26.0,,21.1
24,29,28626,6.8,7.75,,,,8.0,6.25,9.5,4.8,N1,43.1,,,,22.0,19.35
20,1,60645,8.4,6.25,,,,3.0,6.25,6.25,3.0,N1,33.15,,,,15.5,17.65
23,43,297,6.8,8.0,,,,4.75,5.5,8.25,7.0,N1,40.3,,,,18.25,21.8
21,48,30636,6.0,7.0,,,,5.25,7.25,8.0,5.6,,39.1,,,,19.5,18.6
20,37,14202,6.4,6.5,,,,6.75,8.5,8.5,6.0,N1,42.65,,,,21.75,18.9
23,55,8922,,7.25,,,,9.0,8.0,,,,,,,,24.25,
24,37,14140,6.2,6.25,,,,5.0,7.0,8.0,4.2,N1,36.65,,,,18.25,16.65
24,29,598,7.2,8.0,,,,7.75,6.75,8.0,4.2,N1,41.9,,,,22.5,19.4
22,31,2278,6.2,6.0,,,,7.5,7.75,8.25,3.6,,39.3,,,,21.25,15.8
18,50,7253,5.8,5.33,4.5,5.5,6.5,,,,3.6,,31.23,15.8,13.9,17.8,,14.73
23,42,4593,7.2,8.25,6.5,6.5,7.5,,,,4.6,N1,40.55,20.2,18.3,21.2,,20.05
17,34,14441,3.8,5.5,,,,3.5,5.5,8.5,2.4,,29.2,,,,14.5,11.7
21,37,6180,8.0,6.0,6.75,8.0,4.25,,,,4.8,,37.8,22.75,19.55,20.25,,18.8
17,13,4463,6.25,6.5,,,,6.75,8.0,8.75,5.0,,41.25,,,,21.25,17.75
23,18,820,2.8,5.0,,,,5.0,6.25,9.5,4.0,N1,32.55,,,,16.25,11.8
24,2,78587,7.8,6.75,7.0,7.25,7.75,,,,6.2,N1,42.75,22.05,21.0,22.8,,20.75
20,1,35416,7.6,7.75,,,,3.25,7.0,7.5,2.6,N1,35.7,,,,18.0,17.95
24,48,20206,6.6,7.5,,,,6.5,8.0,9.0,4.6,N1,42.2,,,,22.0,18.7
17,29,18848,7.8,5.75,5.75,6.25,4.25,,,,4.2,,34.0,19.8,17.75,18.3,,17.75
18,17,7871,3.6,5.0,,,,4.0,5.5,6.75,2.6,,27.45,,,,14.5,11.2
18,57,8976,5.0,6.5,5.0,7.75,5.75,,,,4.8,,34.8,17.75,14.8,18.5,,16.3
24,37,17216,7.8,8.75,,,,7.0,8.25,9.0,7.8,N1,48.6,,,,24.0,24.35
20,3,9871,8.0,8.0,3.0,5.0,6.5,,,,7.6,N1,38.1,16.0,18.6,19.5,,23.6
24,16,6609,7.0,6.5,,,,7.0,7.75,,,,,,,,21.25,
23,36,668,7.8,8.25,,,,5.25,6.25,8.5,6.8,N1,42.85,,,,19.75,22.85
21,27,6003,8.6,6.75,7.0,7.75,8.25,,,,7.6,,45.95,23.35,23.2,24.6,,22.95
24,59,9819,6.6,8.25,,,,5.5,7.0,8.25,4.2,N1,39.8,,,,20.75,19.05
18,52,6777,2.8,3.75,,,,2.5,4.75,5.5,3.4,,22.7,,,,11.0,9.95
18,55,1573,2.8,3.75,,,,4.5,4.25,6.5,3.2,,25.0,,,,12.5,9.75
22,63,6089,7.4,6.75,5.5,4.5,8.0,,,,5.4,,37.55,17.4,18.3,19.9,,19.55
19,40,3170,8.2,5.75,5.25,7.25,7.25,,,,3.4,N1,37.1,20.7,16.85,22.7,,17.35
18,2,67337,5.0,6.0,,,,4.25,5.75,8.0,5.4,,34.4,,,,16.0,16.4
23,43,2619,6.4,5.0,5.0,5.0,5.25,,,,3.4,N1,30.05,16.4,14.8,16.65,,14.8
20,12,8016,,6.75,,,,6.75,7.75,,,,,,,,21.25,
17,40,8930,7.2,5.0,6.75,6.25,3.25,,,,3.6,,32.05,20.2,17.55,16.7,,15.8
20,39,8922,6.2,7.0,,,,4.75,7.75,7.5,3.6,N1,36.8,,,,19.5,16.8
17,17,3211,7.6,6.5,4.75,6.25,7.5,,,,4.4,,37.0,18.6,16.75,21.35,,18.5
21,15,2006,7.6,6.75,,,,6.25,8.75,8.25,9.0,,46.6,,,,21.75,23.35
22,50,376,8.4,8.25,8.25,8.0,6.75,,,,6.6,,46.25,24.65,23.25,23.15,,23.25
20,10,8578,3.0,6.0,,,,3.5,6.5,8.25,2.0,N1,29.25,,,,16.0,11.0
24,48,14213,6.2,6.75,,,,6.75,7.5,8.75,6.2,N1,42.15,,,,21.0,19.15
24,28,28034,6.2,8.75,,,,6.25,6.25,9.0,7.0,N1,43.45,,,,21.25,21.95
22,17,14164,2.8,5.25,,,,5.5,5.75,6.5,2.0,,27.8,,,,16.5,10.05
20,38,9427,5.4,6.75,,,,4.25,7.0,9.0,3.6,N1,36.0,,,,18.0,15.75
18,15,3478,6.6,7.25,4.5,5.25,5.5,,,,3.2,,32.3,16.35,14.3,17.35,,17.05
24,2,9755,6.0,7.25,4.0,5.0,6.5,,,,7.8,N1,36.55,15.0,17.8,17.5,,21.05
19,28,11325,5.8,6.0,,,,5.75,6.25,8.75,3.8,N1,36.35,,,,18.0,15.6
20,33,6250,7.8,6.75,5.75,6.75,6.75,,,,4.6,N1,38.4,20.3,18.15,21.3,,19.15
19,28,23119,3.8,,,3.0,3.0,,,,,,,,,9.8,,
18,32,7131,8.0,5.5,7.0,4.5,5.0,,,,8.4,,38.4,19.5,23.4,17.5,,21.9
23,37,7267,3.0,3.75,,,,3.5,4.75,4.0,3.8,N1,22.8,,,,12.0,10.55
20,1,56863,7.2,7.25,,,,6.0,7.75,9.75,3.6,N1,41.55,,,,21.0,18.05
20,26,12868,9.2,7.5,8.5,9.25,7.5,,,,7.2,N1,49.15,26.95,24.9,25.95,,23.9
21,25,5150,8.8,8.5,6.5,6.75,4.5,,,,9.6,,44.65,22.05,24.9,20.05,,26.9
19,1,4621,5.6,5.75,,,,2.75,5.0,6.5,3.4,N3,29.0,,,,13.5,14.75
18,1,32251,4.6,7.0,,,,4.75,5.5,7.75,2.8,,32.4,,,,17.25,14.4
18,48,12607,7.0,5.5,7.25,7.0,5.5,,,,4.8,,37.05,21.25,19.05,19.5,,17.3
24,41,11044,7.4,7.75,7.25,6.75,7.0,,,,4.0,N1,40.15,21.4,18.65,21.15,,19.15
17,1,28422,8.4,5.5,9.0,7.75,5.5,,,,6.2,,42.35,25.15,23.6,21.65,,20.1
20,32,4846,3.0,5.0,,,,3.75,2.75,7.25,4.0,N1,25.75,,,,11.5,12.0
19,38,8855,5.8,6.5,,,,4.25,6.0,7.0,6.4,N1,35.95,,,,16.75,18.7
24,49,222,4.8,4.5,,,,6.75,7.0,8.25,4.6,N1,35.9,,,,18.25,13.9
21,63,6265,6.4,6.25,5.0,6.5,5.0,,,,6.4,,35.55,17.9,17.8,17.9,,19.05
21,2,39859,7.0,6.25,4.75,6.75,5.25,,,,6.0,,36.0,18.5,17.75,19.0,,19.25
23,2,5854,6.0,6.75,,,,5.5,6.25,7.75,4.0,N1,36.25,,,,18.5,16.75
19,9,7394,3.0,3.5,,,,2.0,4.0,3.25,2.6,N1,18.35,,,,9.5,9.1
22,38,1562,8.4,8.25,,,,7.5,7.75,8.5,8.6,,49.0,,,,23.5,25.25
21,1,9475,5.2,6.75,,,,5.5,5.0,,,,,,,,17.25,
19,51,7800,4.2,5.75,,,,2.75,4.75,7.0,3.2,N1,27.65,,,,13.25,13.15
23,43,689,7.2,6.75,,,,5.75,5.25,8.25,5.4,N1,38.6,,,,17.75,19.35
18,63,2885,3.6,4.25,,,,2.75,5.5,9.0,2.6,,27.7,,,,12.5,10.45
22,58,833,3.2,3.75,,,,5.0,6.0,7.25,2.4,,27.6,,,,14.75,9.35
22,24,1135,4.8,4.75,,,,4.0,7.75,,3.0,,,,,,16.5,12.55
21,48,2023,4.2,4.5,,,,3.5,6.5,,,,,,,,14.5,
19,16,10562,5.6,7.25,,,,4.75,4.25,7.5,6.8,N1,36.15,,,,16.25,19.65
24,12,9271,1.8,5.0,,,,3.25,6.25,,,,,,,,14.5,
19,2,4466,6.8,7.5,4.0,6.5,5.5,,,,7.2,,37.5,17.3,18.0,18.8,,21.5
18,35,1117,3.2,3.5,,,,4.75,3.75,6.0,3.2,,24.4,,,,12.0,9.9
22,31,3760,5.4,5.75,,,,6.25,7.5,8.5,6.8,,40.2,,,,19.5,17.95
22,1,41842,4.4,6.75,,,,5.0,6.0,,,,,,,,17.75,
17,25,535,6.6,7.5,,,,8.0,8.5,7.5,6.4,,44.5,,,,24.0,20.5
22,1,4415,8.2,7.5,,,,8.0,7.25,7.5,8.8,,47.25,,,,22.75,24.5
22,26,11658,6.8,6.75,,,,6.25,7.5,9.0,3.8,,40.1,,,,20.5,17.35
23,31,5506,6.0,6.5,,,,6.5,6.75,9.0,5.2,N1,39.95,,,,19.75,17.7
24,2,74784,7.6,7.25,6.0,8.25,7.5,,,,,,,21.85,,23.35,,
22,26,17913,5.2,6.75,,,,4.75,8.0,,,,,,,,19.5,
24,15,9291,4.4,6.25,,,,4.75,7.0,7.5,5.6,N1,35.5,,,,18.0,16.25
24,4,4664,3.4,5.0,,,,6.0,6.25,6.25,5.8,N1,32.7,,,,17.25,14.2
21,15,9693,5.6,6.25,,,,4.25,8.0,7.25,6.0,,37.35,,,,18.5,17.85
21,21,2604,5.2,7.25,,,,7.0,8.5,9.5,4.2,,41.65,,,,22.75,16.65
18,53,4905,4.4,3.75,,,,3.25,5.25,6.5,2.2,,25.35,,,,12.25,10.35
